id,name,now_cost,position,team,yellow_cards,own_goals,influence_rank_type,direct_freekicks_order,selected_rank,form_rank,threat,cost_change_start,value_season,saves,transfers_out_event,expected_goals_per_90,ict_index_rank_type,in_dreamteam,selected_rank_type,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,expected_goal_involvements,transfers_out,form_rank_type,status,expected_goals,total_points,chance_of_playing_next_round,ict_index,clean_sheets,web_name,chance_of_playing_this_round,goals_conceded,points_per_game_rank,starts,goals_conceded_per_90,penalties_saved,expected_goals_conceded,influence_rank,expected_assists_per_90,region,news,expected_assists,bonus,ep_this,ep_next,news_added,minutes,starts_per_90,selected_by_percent,now_cost_rank_type,cost_change_event,points_per_game_rank_type,expected_goals_conceded_per_90,saves_per_90,cost_change_event_fall,dreamteam_count,event_points,threat_rank_type,transfers_in,goals_scored,threat_rank,can_select,penalties_missed,form,clean_sheets_per_90,assists,influence,ict_index_rank,creativity,penalties_order,creativity_rank_type,creativity_rank,points_per_game,bps,red_cards,cost_change_start_fall,value_form,now_cost_rank,transfers_in_event
452,Joe Aribo,49,MID,Southampton,0,0,62,,492,117,182.0,-1,7.3,0,294,0.22,72,False,186,,0.32,3.19,12593,58,a,2.20,36,,51.7,0,Aribo,,26,189,8,2.6,0,28.49,162,0.1,157.0,,0.99,3,1.6,2.1,,900,0.8,0.1,161,0,78,2.85,0.0,0,0,2,52,11684,2,85,True,0,2.6,0.0,0,196.2,123,136.2,,100,144,2.4,185,0,1,0.5,253,147
453,Adam Armstrong,51,FWD,Southampton,4,0,24,,201,82,203.0,-4,6.3,0,6190,0.31,23,False,35,,0.36,3.34,237123,16,a,2.90,32,,42.1,1,Armstrong,,19,179,10,2.01,0,20.92,244,0.05,241.0,,0.44,2,2.4,2.9,,852,1.06,1.0,43,0,25,2.21,0.0,0,0,2,24,173986,2,68,True,1,3.4,0.11,2,122.8,166,96.1,1.0,23,187,2.5,97,0,4,0.7,176,10191
454,Gavin Bazunu,43,GKP,Southampton,0,0,70,,445,504,0.0,-2,0.0,0,158,0.0,70,False,62,,0.0,0.00,23308,68,i,0.00,0,0.0,0.0,0,Bazunu,0.0,0,566,0,0.0,0,0.00,560,0.0,104.0,Achilles injury - Expected back 15 Feb,0.00,0,0.0,0.0,2024-08-23T09:30:06.171400Z,0,0.0,0.1,33,0,70,0.0,0.0,0,0,0,49,2056,0,523,True,0,0.0,0.0,0,0.0,562,0.0,,56,550,0.0,0,0,2,0.0,563,35
455,Jan Bednarek,40,DEF,Southampton,3,0,23,,125,420,12.0,0,4.2,0,4841,0.0,59,False,53,,0.06,0.77,323717,147,a,0.01,17,100.0,35.8,1,Bednarek,100.0,26,325,12,2.19,0,25.47,64,0.06,172.0,,0.76,0,-1.0,-0.5,2024-12-06T15:30:08.306281Z,1070,1.01,2.4,165,0,103,2.14,0.0,0,0,0,110,429229,0,330,True,0,0.0,0.08,0,299.0,200,48.0,,77,273,1.4,96,0,0,0.0,608,3403
456,Armel Bella-Kotchap,39,DEF,Southampton,0,0,168,,263,402,0.0,-1,0.0,0,1096,0.0,168,False,98,,0.0,0.00,36125,138,a,0.00,0,,0.0,0,Bella-Kotchap,,0,487,0,0.0,0,0.00,481,0.0,80.0,,0.00,0,-1.0,-0.5,,0,0.0,0.5,228,0,167,0.0,0.0,0,0,0,144,48156,0,414,True,0,0.0,0.0,0,0.0,483,0.0,,164,457,0.0,0,0,1,0.0,692,773
457,James Bree,39,DEF,Southampton,0,0,135,,314,356,0.0,-1,0.5,0,948,0.0,132,False,118,,0.09,0.13,19586,115,d,0.00,2,75.0,5.5,0,Bree,,5,467,2,3.33,0,6.66,378,0.09,241.0,Knock - 75% chance of playing,0.13,0,-0.8,-0.2,2024-12-19T04:30:08.224477Z,135,1.33,0.3,223,0,157,4.44,0.0,0,0,0,142,30391,0,410,True,0,0.2,0.0,0,26.6,391,29.2,,95,307,0.7,13,0,1,0.1,685,659
458,Shea Charles,45,MID,Southampton,0,0,249,,563,558,0.0,0,0.0,0,45,0.0,251,False,229,,0.0,0.00,7273,217,u,0.00,0,0.0,0.0,0,Charles,0.0,0,609,0,0.0,0,0.00,602,0.0,,Has joined Sheffield Wednesday on a season-long loan,0.00,0,0.0,0.0,2024-08-29T11:10:39.600629Z,0,0.0,0.0,242,0,253,0.0,0.0,0,0,0,247,1091,0,581,False,0,0.0,0.0,0,0.0,604,0.0,,253,599,0.0,0,0,0,0.0,401,0
459,Samuel Edozie,49,MID,Southampton,1,0,202,,638,648,22.0,-1,0.2,0,6,0.0,192,False,279,,0.21,0.15,2565,287,u,0.00,1,0.0,5.1,0,Edozie,0.0,0,478,0,0.0,0,0.31,425,0.21,,Loaned to Anderlecht,0.15,0,0.0,0.0,2024-09-10T11:28:17.403794Z,64,0.0,0.0,183,0,229,0.44,0.0,0,0,0,162,463,0,293,False,0,0.0,0.0,0,9.8,398,19.0,,188,336,0.5,6,0,1,0.0,278,0
460,Ronnie Edwards,39,DEF,Southampton,0,0,154,,297,358,0.0,-1,0.3,0,1011,0.0,157,False,113,,0.0,0.00,23861,117,a,0.00,1,,0.5,0,Edwards,,1,377,0,7.5,0,0.32,446,0.0,241.0,,0.00,0,-0.8,-0.3,,12,0.0,0.4,229,0,123,2.4,0.0,0,0,0,145,37858,0,416,True,0,0.2,0.0,0,5.0,461,0.1,,161,446,1.0,-1,0,1,0.1,694,553
461,Taylor Harwood-Bellis,41,DEF,Southampton,5,0,11,,48,276,118.0,1,6.3,0,14811,0.09,21,False,15,,0.1,1.37,795967,77,a,1.17,26,100.0,57.0,1,Harwood-Bellis,100.0,27,287,14,1.99,0,28.93,39,0.01,241.0,,0.20,0,-0.2,0.3,2024-11-30T01:00:08.130168Z,1219,1.03,8.5,156,0,90,2.14,0.0,0,0,0,16,701574,1,131,True,0,0.8,0.07,0,346.6,103,103.8,,40,177,1.7,113,0,-1,0.2,591,5210
462,Kamaldeen Sulemana,50,MID,Southampton,0,0,195,,655,298,11.0,0,1.2,0,31,0.03,208,False,289,,0.05,0.03,1032,151,a,0.02,6,100.0,2.4,0,Kamaldeen,100.0,6,438,1,9.0,0,4.23,417,0.02,81.0,,0.01,0,-0.2,0.3,2024-08-05T15:00:04.500770Z,60,1.5,0.0,142,0,209,6.34,0.0,0,0,1,183,668,0,338,True,0,0.8,0.0,0,12.0,428,2.3,,213,411,1.0,21,0,0,0.2,225,25
463,Adam Lallana,50,MID,Southampton,4,0,146,,580,656,21.0,0,2.2,0,39,0.04,158,False,241,,0.17,0.59,5367,293,a,0.15,11,100.0,15.8,0,Lallana,100.0,5,340,5,1.44,0,5.69,314,0.13,241.0,,0.44,1,-1.0,-0.5,2024-11-25T09:30:07.787290Z,312,1.44,0.0,117,0,163,1.64,0.0,0,0,0,168,3000,0,304,True,0,0.0,0.0,2,70.6,315,67.1,,144,232,1.4,57,0,0,0.0,188,26
464,Juan Larios López,40,DEF,Southampton,0,0,194,,484,459,0.0,0,0.0,0,147,0.0,194,False,176,,0.0,0.00,6995,170,i,0.00,0,0.0,0.0,0,Larios,0.0,0,536,0,0.0,0,0.00,531,0.0,200.0,Unknown - Expected back 16 Jan,0.00,0,0.0,0.0,2024-11-29T12:00:07.896449Z,0,0.0,0.1,195,0,192,0.0,0.0,0,0,0,176,2823,0,473,True,0,0.0,0.0,0,0.0,533,0.0,,190,510,0.0,0,0,0,0.0,654,38
465,Mateusz Lis,40,GKP,Southampton,0,0,51,,451,426,0.0,0,0.0,0,144,0.0,51,False,63,,0.0,0.00,16854,44,u,0.00,0,0.0,0.0,0,Lis,0.0,0,505,0,0.0,0,0.00,501,0.0,,Transferred to Göztepe,0.00,0,0.0,0.0,2024-08-23T12:38:57.742902Z,0,0.0,0.1,50,0,51,0.0,0.0,0,0,0,18,888,0,440,False,0,0.0,0.0,0,0.0,503,0.0,,28,479,0.0,0,0,0,0.0,615,0
466,Joe Lumley,40,GKP,Southampton,0,0,26,,252,197,0.0,0,2.0,13,1691,0.0,26,False,40,,0.0,0.00,26508,16,a,0.00,8,,10.2,0,Lumley,,7,155,3,2.33,0,9.40,272,0.0,241.0,,0.00,0,0.6,1.1,,270,1.0,0.5,48,0,25,3.13,4.33,0,0,0,16,52156,0,433,True,0,1.6,0.0,0,102.2,347,0.0,,26,472,2.7,22,0,0,0.4,606,4224
467,Ryan Manning,43,DEF,Southampton,1,0,93,,496,281,45.0,-2,2.8,0,119,0.02,63,False,180,1.0,0.21,1.52,5863,81,a,0.14,12,,33.2,0,Manning,,18,344,9,2.45,0,19.91,248,0.19,104.0,,1.38,0,-0.2,0.3,,660,1.23,0.1,127,0,110,2.72,0.0,0,0,0,75,2383,0,250,True,0,0.8,0.0,1,120.2,213,168.0,,23,113,1.3,48,0,2,0.2,553,60
468,Sékou Mara,50,FWD,Southampton,0,0,69,,568,666,0.0,0,0.0,0,26,0.0,69,False,71,,0.0,0.00,8055,66,u,0.00,0,0.0,0.0,0,Mara,0.0,0,683,0,0.0,0,0.00,682,0.0,,Transferred to Strasbourg,0.00,0,0.0,0.0,2024-08-26T10:17:11.280625Z,0,0.0,0.0,49,0,70,0.0,0.0,0,0,0,69,782,0,675,False,0,0.0,0.0,0,0.0,682,0.0,,69,679,0.0,0,0,0,0.0,221,0
469,Alex McCarthy,43,GKP,Southampton,0,0,25,,398,280,0.0,-2,2.3,19,260,0.0,25,False,57,,0.0,0.00,22591,22,a,0.00,10,,12.7,0,McCarthy,,10,170,4,2.5,0,8.29,241,0.0,241.0,,0.00,0,-0.2,0.3,,360,1.0,0.2,26,0,28,2.07,4.75,0,0,1,42,16030,0,510,True,0,0.8,0.0,0,126.6,328,0.0,,51,542,2.5,25,0,2,0.2,536,223
470,Paul Onuachu,49,FWD,Southampton,1,0,41,,384,385,32.0,-1,1.0,0,579,0.05,41,False,58,,0.05,0.06,28110,42,a,0.06,5,100.0,5.2,0,Onuachu,100.0,4,462,1,3.27,0,3.15,428,0.0,157.0,,0.00,0,-0.8,-0.3,2024-11-25T09:30:07.798801Z,110,0.82,0.2,54,0,47,2.58,0.0,0,0,0,40,28996,0,270,True,0,0.2,0.0,0,9.6,395,10.8,,41,365,0.8,15,0,1,0.0,245,527
471,Will Smallbone,50,MID,Southampton,0,0,183,1.0,597,658,32.0,0,1.2,0,28,0.12,168,False,254,2.0,0.32,0.85,5879,295,i,0.31,6,0.0,11.1,0,Smallbone,0.0,5,319,3,1.88,0,4.93,390,0.2,104.0,Hamstring injury - Expected back 26 Dec,0.54,0,0.0,0.0,2024-10-20T11:00:06.361543Z,240,1.12,0.0,128,0,149,1.85,0.0,0,0,0,149,1801,0,271,True,0,0.0,0.0,0,22.6,340,57.1,,158,252,1.5,31,0,0,0.0,204,59
472,Jack Stephens,40,DEF,Southampton,2,0,90,,243,415,17.0,0,2.5,0,2988,0.03,91,False,90,,0.05,0.48,96334,143,s,0.28,10,0.0,19.6,1,Stephens,0.0,20,380,10,2.27,0,19.16,240,0.02,241.0,Suspended until 26 Dec,0.20,2,0.0,0.0,2024-12-05T00:30:08.671176Z,793,1.13,0.6,158,0,126,2.17,0.0,0,0,0,102,117864,0,316,True,0,0.0,0.11,0,127.2,287,51.5,,73,267,1.0,39,2,0,0.0,598,106
473,Ross Stewart,44,FWD,Southampton,1,0,43,,132,518,9.0,-1,0.7,0,9722,0.12,44,False,21,,0.13,0.19,437561,45,i,0.17,3,0.0,2.1,0,Stewart,0.0,2,459,1,1.38,0,2.56,442,0.01,243.0,Muscle injury - Expected back 16 Jan,0.02,0,0.0,0.0,2024-10-05T18:00:07.268831Z,130,0.69,2.2,76,0,46,1.77,0.0,0,0,0,43,583202,0,348,True,0,0.0,0.0,0,5.8,433,6.7,,44,389,0.8,5,0,1,0.0,504,19974
474,Sugawara Yukinari,44,DEF,Southampton,2,0,63,2.0,374,284,60.0,-1,6.4,0,526,0.03,43,False,134,,0.21,1.87,33678,84,a,0.30,28,100.0,43.0,1,Sugawara,100.0,19,249,9,2.16,0,19.46,164,0.18,108.0,,1.57,0,-0.2,0.3,2024-10-20T11:00:06.390070Z,791,1.02,0.2,98,0,77,2.21,0.0,0,1,1,61,30643,1,220,True,0,0.8,0.11,1,194.6,158,176.8,,20,101,2.0,106,0,1,0.2,493,104
475,Charlie Taylor,39,DEF,Southampton,1,0,110,,75,355,2.0,-1,1.5,0,10786,0.0,114,False,26,,0.04,0.09,357093,114,a,0.00,6,,9.7,0,Taylor,,6,375,2,2.48,0,4.40,316,0.04,241.0,,0.09,0,-0.8,-0.3,,218,0.83,5.0,221,0,121,1.82,0.0,0,0,0,132,334787,0,384,True,0,0.2,0.0,0,68.6,349,25.4,,101,318,1.0,30,0,1,0.1,681,11731
476,Kyle Walker-Peters,44,DEF,Southampton,3,0,40,,302,213,103.0,-1,6.4,0,1063,0.02,28,False,114,,0.1,1.39,44853,60,a,0.26,28,,51.9,1,Walker-Peters,,32,248,14,2.3,0,34.95,104,0.08,241.0,,1.13,3,0.4,0.9,,1250,1.01,0.3,92,0,76,2.52,0.0,0,0,0,24,29461,0,151,True,0,1.4,0.07,2,252.4,121,163.6,,25,119,2.0,126,0,1,0.3,485,470
477,Nathan Wood-Gordon,40,DEF,Southampton,1,0,129,,185,327,7.0,0,0.5,0,1883,0.06,129,False,76,,0.07,0.20,97237,102,a,0.18,2,,6.0,0,Wood,,8,468,2,2.82,0,8.93,362,0.01,241.0,,0.02,0,-0.6,-0.1,,255,0.71,1.3,177,0,158,3.15,0.0,0,0,1,122,91670,0,355,True,0,0.4,0.0,0,40.0,384,12.5,,118,358,0.7,12,0,0,0.1,624,557
515,Maxwel Cornet,47,MID,Southampton,1,0,197,,583,618,7.0,-3,0.2,0,61,0.2,209,False,243,,0.2,0.16,3837,265,a,0.16,1,,2.2,0,Cornet,,4,477,1,5.07,0,1.79,419,0.0,54.0,,0.00,0,-1.0,-0.5,,71,1.27,0.0,213,0,228,2.27,0.0,0,0,0,192,2090,0,358,True,0,0.0,0.0,0,11.6,432,3.5,,211,404,0.5,12,0,3,0.0,327,30
518,Flynn Downes,48,MID,Southampton,6,0,70,,520,147,101.0,-2,5.8,0,142,0.04,77,False,203,,0.12,1.72,7819,73,a,0.59,28,100.0,50.1,1,Downes,100.0,29,250,14,2.14,0,29.07,182,0.08,241.0,,1.13,0,1.2,1.7,2024-11-30T01:00:08.247516Z,1219,1.03,0.0,203,0,111,2.15,0.0,0,0,2,98,5299,1,154,True,0,2.2,0.07,0,178.8,131,220.2,,58,74,2.0,185,0,2,0.5,305,90
584,Ben Brereton Díaz,49,MID,Southampton,1,0,184,,394,317,81.0,-6,2.7,0,260,0.18,153,False,137,,0.21,1.05,78888,158,a,0.90,13,,16.8,0,Brereton Díaz,,10,355,4,2.02,0,11.43,394,0.03,44.0,,0.15,0,-0.4,0.1,,446,0.81,0.2,167,0,171,2.31,0.0,0,0,0,111,22364,0,184,True,0,0.6,0.0,0,21.8,306,63.6,,150,239,1.3,43,0,6,0.1,259,31
608,Tyler Dibling,45,MID,Southampton,5,0,97,,129,215,145.0,0,6.2,0,11662,0.11,81,False,38,4.0,0.21,2.11,368381,107,a,1.11,28,100.0,49.5,1,Dibling,100.0,24,263,10,2.33,0,23.50,230,0.1,241.0,,1.00,3,0.4,0.9,2024-11-30T01:00:08.409547Z,926,0.97,2.3,255,0,118,2.28,0.0,0,1,2,71,593718,1,109,True,0,1.4,0.1,0,134.6,136,214.4,,61,77,1.9,121,0,0,0.3,424,9778
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,4,0,61,3.0,556,107,171.0,0,6.8,0,217,0.12,60,False,224,3.0,0.21,2.66,5719,53,a,1.57,34,,58.4,2,M.Fernandes,,27,208,13,2.12,0,30.85,159,0.09,173.0,,1.09,0,1.8,2.3,,1146,1.02,0.0,150,0,90,2.42,0.0,0,0,1,57,7174,1,92,True,0,2.8,0.16,1,198.0,101,214.2,,62,78,2.3,184,0,0,0.6,234,80
693,Joseph O'Brien-Whitmarsh,45,MID,Southampton,0,0,276,,689,594,0.0,0,0.0,0,29,0.0,278,False,311,,0.0,0.00,240,247,a,0.00,0,,0.0,0,O'Brien-Whitmarsh,,0,641,0,0.0,0,0.00,634,0.0,104.0,,0.00,0,-1.0,-0.5,,0,0.0,0.0,278,0,280,0.0,0.0,0,0,0,274,375,0,616,True,0,0.0,0.0,0,0.0,636,0.0,,280,632,0.0,0,0,0,0.0,449,30
82,Dominic Solanke-Mitchell,75,FWD,Spurs,0,0,11,,47,76,427.0,0,8.1,0,51655,0.55,8,False,12,,0.6,7.67,4007037,14,a,6.97,61,100.0,84.5,3,Solanke,100.0,16,28,13,1.25,0,19.65,72,0.05,241.0,,0.70,3,4.6,3.1,2024-12-02T00:00:07.868049Z,1148,1.02,8.6,6,0,10,1.54,0.0,0,1,5,9,2148122,5,17,True,0,3.6,0.24,4,291.4,38,128.8,,17,157,4.7,245,0,0,0.5,16,13267
478,Ashley Phillips,40,DEF,Spurs,0,0,199,,373,466,0.0,0,0.0,0,225,0.0,199,False,133,,0.0,0.00,40819,176,u,0.00,0,0.0,0.0,0,A.Phillips,0.0,0,542,0,0.0,0,0.00,537,0.0,,Loaned to Stoke City,0.00,0,0.0,0.0,2024-08-26T10:10:07.966773Z,0,0.0,0.2,204,0,197,0.0,0.0,0,0,0,184,8361,0,482,False,0,0.0,0.0,0,0.0,539,0.0,,197,518,0.0,0,0,0,0.0,664,0
479,Brandon Austin,40,GKP,Spurs,0,0,52,,264,428,0.0,0,0.0,0,661,0.0,52,False,42,,0.0,0.00,26908,45,a,0.00,0,,0.0,0,Austin,,0,507,0,0.0,0,0.00,503,0.0,241.0,,0.00,0,1.0,-0.5,,0,0.0,0.5,51,0,52,0.0,0.0,0,0,0,19,28339,0,442,True,0,0.0,0.0,0,0.0,505,0.0,,29,481,0.0,0,0,0,0.0,617,304
480,Rodrigo Bentancur,49,MID,Spurs,4,0,124,,427,640,63.0,-1,3.9,0,337,0.12,139,False,152,,0.16,0.97,35576,280,s,0.72,19,0.0,22.0,1,Bentancur,0.0,9,267,7,1.52,0,8.24,275,0.04,230.0,Suspended until 26 Dec,0.25,1,0.0,0.0,2024-11-18T15:00:09.073683Z,532,1.18,0.1,165,0,121,1.39,0.0,0,0,0,124,18852,1,218,True,0,0.0,0.17,0,100.2,276,56.6,,159,253,1.9,106,0,1,0.0,257,16
481,Lucas Bergvall,44,MID,Spurs,1,0,170,,219,239,10.0,-1,2.5,0,4060,0.04,170,False,66,,0.22,0.41,132346,120,a,0.08,11,100.0,10.6,1,Bergvall,100.0,1,372,1,0.55,0,3.17,367,0.18,206.0,,0.33,0,2.2,0.7,2024-10-16T12:30:07.550630Z,163,0.55,0.8,315,0,180,1.75,0.0,0,0,2,185,125855,0,345,True,0,1.2,0.55,0,38.8,342,57.6,,157,250,1.1,49,0,1,0.3,529,4144
482,Yves Bissouma,49,MID,Spurs,5,0,68,,315,246,29.0,-1,6.3,0,1492,0.04,119,False,100,,0.08,0.67,83010,125,a,0.32,31,100.0,29.4,2,Bissouma,0.0,9,165,8,1.11,0,12.40,179,0.04,132.0,,0.35,4,0.0,0.7,2024-12-09T09:30:06.664766Z,733,0.98,0.3,171,0,70,1.52,0.0,0,1,0,155,86792,2,281,True,0,1.2,0.25,0,181.4,233,81.7,,131,207,2.6,156,0,1,0.2,263,370
483,Bryan Gil Salvatierra,50,MID,Spurs,0,0,306,,692,662,0.0,0,0.0,0,0,0.0,306,False,313,,0.0,0.00,146,298,u,0.00,0,0.0,0.0,0,Bryan,0.0,0,679,0,0.0,0,0.00,678,0.0,,On loan to Girona for the season,0.00,0,0.0,0.0,2024-07-31T11:08:25.895794Z,0,0.0,0.0,136,0,306,0.0,0.0,0,0,0,304,0,0,671,False,0,0.0,0.0,0,0.0,678,0.0,,306,675,0.0,0,0,0,0.0,215,0
484,Ben Davies,43,DEF,Spurs,1,0,108,,392,177,2.0,-2,2.3,0,773,0.0,119,False,143,,0.01,0.03,22582,49,i,0.00,10,0.0,7.8,1,Davies,0.0,2,171,3,0.67,0,5.14,309,0.01,244.0,Hamstring injury - Expected back 29 Dec,0.03,0,0.0,0.0,2024-12-06T10:30:08.078300Z,270,1.0,0.2,122,0,48,1.71,0.0,0,0,0,137,11892,0,389,True,0,1.8,0.33,0,72.6,364,2.5,,145,409,2.5,51,0,2,0.4,546,12
485,Alfie Devine,45,MID,Spurs,0,0,258,,509,572,0.0,0,0.0,0,82,0.0,260,False,195,,0.0,0.00,12039,227,u,0.00,0,0.0,0.0,0,Devine,0.0,0,622,0,0.0,0,0.00,615,0.0,,Loaned to Westerlo,0.00,0,0.0,0.0,2024-09-10T11:37:22.522366Z,0,0.0,0.1,253,0,262,0.0,0.0,0,0,0,256,4716,0,597,False,0,0.0,0.0,0,0.0,617,0.0,,262,613,0.0,0,0,0,0.0,422,0
486,Radu Drăgușin,43,DEF,Spurs,0,0,82,,291,86,31.0,-2,4.9,0,1853,0.01,92,False,110,,0.02,0.11,28830,21,a,0.05,21,,19.1,2,Dragusin,,11,198,7,1.39,0,15.63,209,0.01,177.0,,0.06,0,4.2,2.7,,714,0.88,0.4,139,0,56,1.97,0.0,0,0,6,83,41979,0,272,True,0,3.2,0.25,0,150.8,290,8.9,,122,379,2.3,89,0,2,0.7,567,3383
487,Emerson Leite de Souza Junior,45,DEF,Spurs,0,0,230,,648,545,0.0,0,0.0,0,6,0.0,230,False,220,,0.0,0.00,2632,221,u,0.00,0,0.0,0.0,0,E.Royal,0.0,0,596,0,0.0,0,0.00,589,0.0,,Transferred to AC Milan,0.00,0,0.0,0.0,2024-08-13T07:06:12.490889Z,0,0.0,0.0,73,0,230,0.0,0.0,0,0,0,225,0,0,568,False,0,0.0,0.0,0,0.0,591,0.0,,230,586,0.0,0,0,0,0.0,383,0
488,Fraser Forster,43,GKP,Spurs,0,0,23,,232,94,0.0,-2,3.5,20,3487,0.0,23,False,34,,0.0,0.00,23762,6,a,0.00,15,,15.9,1,Forster,,6,55,4,1.5,0,8.36,203,0.0,241.0,,0.00,0,4.0,2.5,,360,1.0,0.7,25,0,9,2.09,5.0,0,0,7,41,66533,0,508,True,0,3.0,0.25,0,158.6,312,0.0,,50,540,3.8,62,0,2,0.7,533,9657
489,Archie Gray,46,MID,Spurs,0,0,158,,410,216,7.0,-4,2.6,0,627,0.01,183,False,143,,0.02,0.06,25998,108,a,0.03,12,100.0,7.0,1,Gray,100.0,2,351,2,0.74,0,5.08,337,0.01,241.0,,0.03,0,2.4,0.9,2024-12-02T00:00:08.747842Z,243,0.74,0.1,226,0,168,1.88,0.0,0,0,3,191,12694,0,357,True,0,1.4,0.37,0,55.4,372,8.7,,208,382,1.3,51,0,4,0.3,355,1084
490,Pierre-Emile Højbjerg,50,MID,Spurs,0,0,304,,680,657,0.0,0,0.0,0,1,0.0,304,False,304,,0.0,0.00,508,294,u,0.00,0,0.0,0.0,0,Højbjerg,0.0,0,676,0,0.0,0,0.00,675,0.0,,On loan to Marseille for the season,0.00,0,0.0,0.0,2024-07-23T11:58:08.802970Z,0,0.0,0.0,118,0,304,0.0,0.0,0,0,0,302,0,0,668,False,0,0.0,0.0,0,0.0,675,0.0,,304,672,0.0,0,0,0,0.0,193,0
491,Brennan Johnson,66,MID,Spurs,3,0,21,,50,46,500.0,1,10.8,0,137728,0.58,19,False,13,,0.64,8.28,1150247,23,a,7.48,71,,96.8,2,Johnson,,15,34,13,1.15,0,19.01,62,0.06,244.0,,0.80,5,5.4,3.9,,1170,1.0,8.1,21,-1,15,1.46,0.0,1,0,0,6,1903252,6,9,True,0,4.4,0.15,3,301.0,25,173.0,,78,107,4.4,229,0,-1,0.7,40,11472
492,Dejan Kulusevski,63,MID,Spurs,3,0,10,,85,36,421.0,-2,10.3,0,18946,0.14,7,False,26,3.0,0.34,4.65,552149,19,a,1.95,65,,124.5,4,Kulusevski,,16,43,14,1.17,0,20.46,36,0.2,206.0,,2.70,5,5.8,4.3,,1228,1.03,4.2,35,0,18,1.5,0.0,0,0,8,9,727843,4,18,True,0,4.8,0.29,3,354.4,9,471.9,,9,10,4.1,256,0,2,0.8,57,31843
493,Giovani Lo Celso,49,MID,Spurs,0,0,299,,561,639,0.0,-1,0.0,0,22,0.0,299,False,227,,0.0,0.00,10536,279,u,0.00,0,0.0,0.0,0,Lo Celso,0.0,0,669,0,0.0,0,0.00,667,0.0,,Transferred to Real Betis,0.00,0,0.0,0.0,2024-08-31T06:14:45.936781Z,0,0.0,0.0,164,0,300,0.0,0.0,0,0,0,296,2052,0,656,False,0,0.0,0.0,0,0.0,667,0.0,,300,663,0.0,0,0,1,0.0,256,0
494,James Maddison,76,MID,Spurs,3,0,5,2.0,51,4,387.0,1,12.0,0,31176,0.37,6,True,14,1.0,0.75,8.50,1092392,4,a,4.17,91,,130.6,4,Maddison,,13,10,13,1.15,0,15.83,9,0.38,241.0,,4.33,12,8.8,7.3,,1021,1.15,7.8,9,0,6,1.4,0.0,0,3,15,12,1364084,7,24,True,0,7.8,0.35,5,484.4,8,434.6,2.0,12,13,5.7,401,0,-1,1.0,14,66258
495,Pedro Porro,56,DEF,Spurs,2,0,8,1.0,7,23,138.0,1,10.9,0,90337,0.08,2,False,2,2.0,0.19,2.92,2693961,7,a,1.22,61,100.0,93.1,4,Pedro Porro,100.0,18,64,14,1.2,0,22.27,28,0.11,200.0,,1.70,3,6.2,4.7,2024-08-19T23:00:06.196679Z,1347,0.94,29.4,11,0,12,1.49,0.0,0,2,6,11,2299623,2,114,True,0,5.2,0.27,2,385.6,28,405.3,,2,17,3.8,253,0,-1,0.9,103,37083
496,Sergio Reguilón,42,DEF,Spurs,0,0,213,,386,488,0.0,-3,0.0,0,398,0.0,213,False,140,,0.0,0.00,26831,195,a,0.00,0,,0.0,0,Reguilón,,0,557,0,0.0,0,0.00,551,0.0,200.0,,0.00,0,1.0,-0.5,,0,0.0,0.2,151,0,212,0.0,0.0,0,0,0,202,9575,0,505,True,0,0.0,0.0,0,0.0,553,0.0,,212,537,0.0,0,0,3,0.0,583,203
497,Richarlison de Andrade,68,FWD,Spurs,1,0,38,,303,697,17.0,-2,1.0,0,279,0.2,40,False,47,,0.71,0.68,132774,74,i,0.19,7,0.0,6.2,0,Richarlison,0.0,0,342,0,0.0,0,0.59,393,0.51,30.0,Hamstring injury - Expected back 04 Jan,0.49,0,0.0,0.0,2024-11-04T00:00:08.087677Z,87,0.0,0.3,15,0,37,0.61,0.0,0,0,0,41,46722,0,319,True,0,0.0,0.0,1,22.2,382,23.7,2.0,38,324,1.4,22,0,2,0.0,32,67
498,Cristian Romero,50,DEF,Spurs,1,0,42,,79,388,140.0,0,7.0,0,33149,0.1,34,False,29,,0.17,1.77,1136073,135,i,1.03,35,0.0,48.7,2,Romero,0.0,13,137,12,1.2,0,12.86,109,0.07,10.0,Muscle injury - Expected back 15 Jan,0.74,2,0.0,0.0,2024-11-21T14:30:08.425075Z,974,1.11,4.6,24,0,37,1.19,0.0,0,1,0,10,930655,1,111,True,0,0.2,0.18,0,249.6,139,95.1,,46,188,2.9,185,0,0,0.0,206,100
499,Pape Matar Sarr,48,MID,Spurs,3,0,64,,345,97,90.0,-2,7.1,0,939,0.16,93,False,114,,0.2,1.90,37085,48,a,1.48,34,100.0,42.5,2,P.M.Sarr,100.0,11,235,9,1.17,0,14.09,167,0.04,189.0,,0.42,1,4.0,2.5,2024-11-10T23:00:08.379204Z,848,0.96,0.2,209,0,105,1.5,0.0,0,0,9,106,30599,1,173,True,0,3.0,0.21,2,193.6,163,145.6,,94,132,2.1,191,0,2,0.6,320,2762
